job,system,filing_year,borough,building_type,stories,size,filing_to_signoff_days,filing_to_signoff_months,filing_to_permit_days,filing_to_permit_months,filing_to_co_days,filing_to_co_months,has_co,pc_filed
S00500289-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),624,20.5,281,9.2,,,False,
S00500289-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),563,18.5,289,9.5,,,False,
S00500289-S3,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),331,10.9,303,10.0,,,False,
S00500474-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),686,22.5,281,9.2,,,False,
S00500474-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),582,19.1,293,9.6,,,False,
S00500474-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),331,10.9,303,10.0,,,False,
S00500606-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),610,20.0,300,9.9,,,False,
S00502958-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),613,20.1,300,9.9,,,False,
S00505380-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),950,31.2,87,2.9,,,False,
S00508417-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),786,25.8,176,5.8,,,False,
S00508417-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),622,20.4,195,6.4,,,False,
S00508747-S1,DOB NOW,2022,STATEN ISLAND,OTHERS,0,Large (11-30 fl),523,17.2,308,10.1,,,False,
S00508747-Z1,DOB NOW,2023,STATEN ISLAND,OTHERS,0,Large (11-30 fl),201,6.6,2,0.1,,,False,
S00509020-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),438,14.4,17,0.6,,,False,
S00513090-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),438,14.4,348,11.4,,,False,
S00513320-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),630,20.7,269,8.8,,,False,
S00513568-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),721,23.7,69,2.3,,,False,
S00513568-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),616,20.2,3,0.1,,,False,
S00513568-S3,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),154,5.1,144,4.7,,,False,
S00514872-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),518,17.0,56,1.8,,,False,
S00514943-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),513,16.9,56,1.8,,,False,
S00515396-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),581,19.1,83,2.7,,,False,
S00515396-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),43,1.4,2,0.1,,,False,
S00515397-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),581,19.1,83,2.7,,,False,
S00515397-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),43,1.4,2,0.1,,,False,
S00515450-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),545,17.9,76,2.5,,,False,
S00516741-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),428,14.1,45,1.5,,,False,
S00516741-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),76,2.5,11,0.4,,,False,
S00516741-S3,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),76,2.5,3,0.1,,,False,
S00517271-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),448,14.7,86,2.8,,,False,
S00517271-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),1680,55.2,24,0.8,,,False,
S00517271-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),1440,47.3,4,0.1,,,False,
S00517678-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),428,14.1,45,1.5,,,False,
S00517678-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),76,2.5,3,0.1,,,False,
S00517837-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),363,11.9,115,3.8,,,False,
S00517837-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),18,0.6,2,0.1,,,False,
S00517840-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),363,11.9,115,3.8,,,False,
S00517840-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),18,0.6,2,0.1,,,False,
S00518592-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),498,16.4,20,0.7,,,False,
S00518592-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),380,12.5,177,5.8,,,False,
S00519363-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),1127,37.0,15,0.5,,,False,
S00521035-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),829,27.2,278,9.1,,,False,
S00521035-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),827,27.2,64,2.1,,,False,
S00521544-S1,DOB NOW,2022,STATEN ISLAND,OTHERS,0,Small (1-3 fl),938,30.8,19,0.6,,,False,
S00521545-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),522,17.1,7,0.2,,,False,
S00521545-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),1327,43.6,33,1.1,,,False,
S00521624-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),829,27.2,278,9.1,,,False,
S00521624-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),827,27.2,64,2.1,,,False,
S00521744-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),829,27.2,278,9.1,,,False,
S00521744-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),827,27.2,64,2.1,,,False,
S00523665-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),516,17.0,15,0.5,,,False,
S00523966-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),974,32.0,147,4.8,,,False,
S00525623-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),925,30.4,7,0.2,,,False,
S00525623-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),15,0.5,2,0.1,,,False,
S00525956-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),516,17.0,15,0.5,,,False,
S00532409-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),411,13.5,7,0.2,,,False,
S00532409-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),17,0.6,4,0.1,,,False,
S00532713-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),488,16.0,27,0.9,,,False,
S00532715-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),477,15.7,16,0.5,,,False,
S00534080-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),434,14.3,27,0.9,,,False,
S00534081-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),434,14.3,27,0.9,,,False,
S00534081-S3,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),243,8.0,21,0.7,,,False,
S00536299-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),431,14.2,10,0.3,,,False,
S00536299-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),422,13.9,34,1.1,,,False,
S00536299-S3,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),295,9.7,3,0.1,,,False,
S00536299-S4,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),295,9.7,3,0.1,,,False,
S00540237-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),420,13.8,29,1.0,,,False,
S00542227-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),419,13.8,11,0.4,,,False,
S00542227-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),419,13.8,32,1.1,,,False,
S00542227-S3,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),412,13.5,3,0.1,,,False,
S00542231-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),419,13.8,11,0.4,,,False,
S00542237-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),419,13.8,11,0.4,,,False,
S00542237-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),419,13.8,32,1.1,,,False,
S00542237-S3,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),412,13.5,4,0.1,,,False,
S00542240-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),419,13.8,11,0.4,,,False,
S00543201-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),347,11.4,5,0.2,,,False,
S00543201-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),17,0.6,6,0.2,,,False,
S00543213-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),347,11.4,5,0.2,,,False,
S00543213-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),17,0.6,6,0.2,,,False,
S00543372-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),1309,43.0,327,10.7,,,False,
S00543372-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),1006,33.0,413,13.6,,,False,
S00543378-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),1309,43.0,327,10.7,,,False,
S00543378-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),1006,33.0,413,13.6,,,False,
S00547807-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),594,19.5,97,3.2,,,False,
S00547807-S2,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),56,1.8,0,,,,False,
S00547807-S4,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),55,1.8,1,0.0,,,False,
S00554856-I1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),532,17.5,63,2.1,,,False,
S00555507-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),594,19.5,97,3.2,,,False,
S00555507-S2,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),56,1.8,0,,,,False,
S00555507-S4,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),55,1.8,1,0.0,,,False,
S00555511-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),600,19.7,97,3.2,,,False,
S00555511-S2,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),56,1.8,0,,,,False,
S00557718-S1,DOB NOW,2021,STATEN ISLAND,OTHERS,0,Small (1-3 fl),671,22.0,263,8.6,,,False,
S00557718-S2,DOB NOW,2022,STATEN ISLAND,OTHERS,0,Small (1-3 fl),406,13.3,328,10.8,,,False,
S00557731-S1,DOB NOW,2021,STATEN ISLAND,OTHERS,0,Small (1-3 fl),689,22.6,305,10.0,,,False,
S00557731-S2,DOB NOW,2022,STATEN ISLAND,OTHERS,0,Small (1-3 fl),406,13.3,329,10.8,,,False,
S00559447-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),492,16.2,295,9.7,,,False,
S00559447-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),492,16.2,163,5.4,,,False,
S00559447-S3,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),356,11.7,349,11.5,,,False,
S00559447-S4,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),15,0.5,9,0.3,,,False,
S00563209-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),518,17.0,2,0.1,,,False,
S00563209-S3,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),429,14.1,158,5.2,,,False,
S00563710-S1,DOB NOW,2021,STATEN ISLAND,OTHERS,0,Large (11-30 fl),827,27.2,195,6.4,,,False,
S00563710-S2,DOB NOW,2021,STATEN ISLAND,OTHERS,0,Large (11-30 fl),952,31.3,200,6.6,,,False,
S00563710-S3,DOB NOW,2021,STATEN ISLAND,OTHERS,0,Large (11-30 fl),1013,33.3,268,8.8,,,False,
S00563710-S4,DOB NOW,2021,STATEN ISLAND,OTHERS,0,Large (11-30 fl),1029,33.8,404,13.3,,,False,
S00563710-S5,DOB NOW,2021,STATEN ISLAND,OTHERS,0,Large (11-30 fl),987,32.4,196,6.4,,,False,
S00563710-S6,DOB NOW,2021,STATEN ISLAND,OTHERS,0,Large (11-30 fl),987,32.4,245,8.0,,,False,
S00563710-S7,DOB NOW,2021,STATEN ISLAND,OTHERS,0,Large (11-30 fl),898,29.5,873,28.7,,,False,
S00563710-S8,DOB NOW,2021,STATEN ISLAND,OTHERS,0,Large (11-30 fl),904,29.7,879,28.9,,,False,
S00564687-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),489,16.1,431,14.2,,,False,
S00564687-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),481,15.8,71,2.3,,,False,
S00564687-S3,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),440,14.5,394,12.9,,,False,
S00564693-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),489,16.1,431,14.2,,,False,
S00564693-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),489,16.1,85,2.8,,,False,
S00564693-S3,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),440,14.5,394,12.9,,,False,
S00564701-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),489,16.1,441,14.5,,,False,
S00564701-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),479,15.7,85,2.8,,,False,
S00564701-S4,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),440,14.5,394,12.9,,,False,
S00564701-S5,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),44,1.4,6,0.2,,,False,
S00565298-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),594,19.5,5,0.2,,,False,
S00565298-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),135,4.4,2,0.1,,,False,
S00565305-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),490,16.1,5,0.2,,,False,
S00565305-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),22,0.7,2,0.1,,,False,
S00565308-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),637,20.9,1,0.0,,,False,
S00565308-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),8,0.3,1,0.0,,,False,
S00565312-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),551,18.1,2,0.1,,,False,
S00565312-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),8,0.3,1,0.0,,,False,
S00565318-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),708,23.3,2,0.1,,,False,
S00565318-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),8,0.3,0,,,,False,
S00565320-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),463,15.2,1,0.0,,,False,
S00565320-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),8,0.3,1,0.0,,,False,
S00565325-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),547,18.0,1,0.0,,,False,
S00565330-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),893,29.3,12,0.4,,,False,
S00565330-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),104,3.4,90,3.0,,,False,
S00565333-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),879,28.9,12,0.4,,,False,
S00565333-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),13,0.4,4,0.1,,,False,
S00565335-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),895,29.4,12,0.4,,,False,
S00565335-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),44,1.4,0,,,,False,
S00572102-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),584,19.2,181,5.9,,,False,
S00572102-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),448,14.7,28,0.9,,,False,
S00573242-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),529,17.4,20,0.7,,,False,
S00580407-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),425,14.0,32,1.1,,,False,
S00580407-S3,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),205,6.7,3,0.1,,,False,
S00581424-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),447,14.7,34,1.1,,,False,
S00581424-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),445,14.6,164,5.4,,,False,
S00581805-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),447,14.7,34,1.1,,,False,
S00581805-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),445,14.6,164,5.4,,,False,
S00583116-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),447,14.7,34,1.1,,,False,
S00583116-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),445,14.6,164,5.4,,,False,
S00583303-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),447,14.7,34,1.1,,,False,
S00583303-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),445,14.6,164,5.4,,,False,
S00584479-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),560,18.4,94,3.1,,,False,
S00584479-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),487,16.0,92,3.0,,,False,
S00586247-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),548,18.0,231,7.6,,,False,
S00586247-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),517,17.0,236,7.8,,,False,
S00586248-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),534,17.5,231,7.6,,,False,
S00586248-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),502,16.5,236,7.8,,,False,
S00588042-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),1118,36.7,853,28.0,,,False,
S00588042-S4,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),1426,46.8,943,31.0,,,False,
S00589943-I1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),585,19.2,94,3.1,,,False,
S00589943-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),486,16.0,90,3.0,,,False,
S00590618-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),371,12.2,315,10.3,,,False,
S00590618-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),370,12.2,48,1.6,,,False,
S00590618-S3,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),319,10.5,263,8.6,,,False,
S00590619-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),371,12.2,315,10.3,,,False,
S00590619-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),370,12.2,48,1.6,,,False,
S00590619-S3,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),319,10.5,263,8.6,,,False,
S00590620-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),371,12.2,315,10.3,,,False,
S00590620-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),370,12.2,48,1.6,,,False,
S00590620-S3,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),319,10.5,263,8.6,,,False,
S00590621-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),371,12.2,315,10.3,,,False,
S00590621-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),370,12.2,45,1.5,,,False,
S00590621-S3,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),319,10.5,263,8.6,,,False,
S00590621-S4,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),319,10.5,263,8.6,,,False,
S00594240-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),385,12.6,353,11.6,,,False,
S00596262-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),711,23.4,167,5.5,,,False,
S00596262-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),672,22.1,29,1.0,,,False,
S00596262-S3,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),446,14.7,200,6.6,,,False,
S00597131-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),357,11.7,312,10.2,,,False,
S00597131-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),384,12.6,85,2.8,,,False,
S00597133-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),306,10.1,280,9.2,,,False,
S00597133-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),334,11.0,36,1.2,,,False,
S00597683-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),501,16.5,351,11.5,,,False,
S00597683-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),362,11.9,44,1.4,,,False,
S00597686-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),344,11.3,334,11.0,,,False,
S00597686-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),357,11.7,42,1.4,,,False,
S00597692-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),311,10.2,301,9.9,,,False,
S00597692-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),325,10.7,32,1.1,,,False,
S00600701-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),659,21.6,122,4.0,,,False,
S00600701-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),581,19.1,7,0.2,,,False,
S00600701-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),208,6.8,4,0.1,,,False,
S00600711-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),48,1.6,1,0.0,,,False,
S00600742-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),16,0.5,5,0.2,,,False,
S00600754-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),190,6.2,1,0.0,,,False,
S00602121-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),1034,34.0,1015,33.3,,,False,
S00602121-S2,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),1064,35.0,759,24.9,,,False,
S00602397-S1,DOB NOW,2021,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),1217,40.0,153,5.0,,,False,
S00602397-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),198,6.5,3,0.1,,,False,
S00603360-S1,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),564,18.5,4,0.1,,,False,
S00603360-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),246,8.1,2,0.1,,,False,
S00603360-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),287,9.4,147,4.8,,,False,
