job,system,filing_year,borough,building_type,stories,size,filing_to_signoff_days,filing_to_signoff_months,filing_to_permit_days,filing_to_permit_months,filing_to_co_days,filing_to_co_months,has_co,pc_filed
B00636414-S8,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),923,30.3,20,0.7,,,False,
B00636529-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),754,24.8,201,6.6,,,False,
B00636529-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),541,17.8,112,3.7,,,False,
B00636529-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),614,20.2,180,5.9,,,False,
B00636529-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),818,26.9,29,1.0,,,False,
B00636529-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),726,23.9,660,21.7,,,False,
B00636529-S8,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),750,24.6,374,12.3,,,False,
B00636529-S9,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),800,26.3,141,4.6,,,False,
B00636529-Z1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),533,17.5,16,0.5,,,False,
B00637051-S1,DOB NOW,2021,BROOKLYN,OTHERS,0,Large (11-30 fl),1125,37.0,309,10.2,,,False,
B00637051-S2,DOB NOW,2021,BROOKLYN,OTHERS,0,Large (11-30 fl),1098,36.1,237,7.8,,,False,
B00637051-S3,DOB NOW,2021,BROOKLYN,OTHERS,0,Large (11-30 fl),1105,36.3,658,21.6,,,False,
B00637051-S4,DOB NOW,2021,BROOKLYN,OTHERS,0,Large (11-30 fl),980,32.2,300,9.9,,,False,
B00637051-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),951,31.2,70,2.3,,,False,
B00637051-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),956,31.4,98,3.2,,,False,
B00637051-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),984,32.3,913,30.0,,,False,
B00637051-S8,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),953,31.3,55,1.8,,,False,
B00637051-S9,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),916,30.1,135,4.4,,,False,
B00637051-Z1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1054,34.6,103,3.4,,,False,
B00637594-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),984,32.3,80,2.6,,,False,
B00637594-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),993,32.6,381,12.5,,,False,
B00637594-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1444,47.4,299,9.8,,,False,
B00637594-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),598,19.6,90,3.0,,,False,
B00637956-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),358,11.8,43,1.4,,,False,
B00637956-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),364,12.0,42,1.4,,,False,
B00637956-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),368,12.1,46,1.5,,,False,
B00637956-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),412,13.5,146,4.8,,,False,
B00637956-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),418,13.7,413,13.6,,,False,
B00638074-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),980,32.2,197,6.5,,,False,
B00638074-S3,DOB NOW,2023,BROOKLYN,OTHERS,0,Mid (4-10 fl),951,31.2,932,30.6,,,False,
B00638074-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1267,41.6,645,21.2,,,False,
B00638074-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),868,28.5,92,3.0,,,False,
B00638074-S7,DOB NOW,2023,BROOKLYN,OTHERS,0,Mid (4-10 fl),939,30.8,68,2.2,,,False,
B00639064-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),326,10.7,85,2.8,,,False,
B00639064-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),589,19.3,80,2.6,,,False,
B00639064-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),565,18.6,109,3.6,,,False,
B00640248-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1162,38.2,50,1.6,,,False,
B00640248-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),834,27.4,816,26.8,,,False,
B00640248-S6,DOB NOW,2023,BROOKLYN,OTHERS,0,Large (11-30 fl),753,24.7,347,11.4,,,False,
B00640248-S7,DOB NOW,2024,BROOKLYN,OTHERS,0,Large (11-30 fl),550,18.1,183,6.0,,,False,
B00640248-S8,DOB NOW,2024,BROOKLYN,OTHERS,0,Large (11-30 fl),461,15.1,27,0.9,,,False,
B00640248-Z1,DOB NOW,2024,BROOKLYN,OTHERS,0,Large (11-30 fl),369,12.1,14,0.5,,,False,
B00640623-I1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1497,49.2,253,8.3,,,False,
B00640623-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1132,37.2,224,7.4,,,False,
B00640623-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),979,32.2,204,6.7,,,False,
B00640786-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1137,37.4,480,15.8,,,False,
B00640786-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1183,38.9,416,13.7,,,False,
B00640786-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1253,41.2,430,14.1,,,False,
B00640786-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1183,38.9,529,17.4,,,False,
B00640786-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1185,38.9,295,9.7,,,False,
B00640786-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1162,38.2,288,9.5,,,False,
B00640786-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1133,37.2,477,15.7,,,False,
B00640786-S8,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1203,39.5,391,12.8,,,False,
B00640786-Z2,DOB NOW,2024,BROOKLYN,OTHERS,0,Tower (30+ fl),167,5.5,92,3.0,,,False,
B00642055-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),811,26.6,435,14.3,,,False,
B00642055-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),839,27.6,443,14.6,,,False,
B00642055-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1080,35.5,696,22.9,,,False,
B00642055-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),944,31.0,548,18.0,,,False,
B00642055-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),806,26.5,370,12.2,,,False,
B00642196-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),442,14.5,390,12.8,,,False,
B00642196-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),338,11.1,157,5.2,,,False,
B00642196-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),511,16.8,310,10.2,,,False,
B00642196-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),511,16.8,115,3.8,,,False,
B00642196-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),475,15.6,115,3.8,,,False,
B00642196-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),450,14.8,56,1.8,,,False,
B00642196-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),388,12.7,47,1.5,,,False,
B00642791-S1,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),574,18.9,542,17.8,,,False,
B00643929-S2,DOB NOW,2023,BROOKLYN,1-2-3 FAMILY,0,Mid (4-10 fl),310,10.2,108,3.5,,,False,
B00643929-S3,DOB NOW,2023,BROOKLYN,1-2-3 FAMILY,0,Mid (4-10 fl),476,15.6,357,11.7,,,False,
B00645194-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),416,13.7,131,4.3,,,False,
B00645194-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),453,14.9,78,2.6,,,False,
B00645194-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),450,14.8,131,4.3,,,False,
B00645194-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),497,16.3,320,10.5,,,False,
B00645194-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),496,16.3,55,1.8,,,False,
B00645194-S8,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),411,13.5,19,0.6,,,False,
B00645335-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),939,30.8,261,8.6,,,False,
B00645335-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1027,33.7,88,2.9,,,False,
B00645335-S7,DOB NOW,2023,BROOKLYN,OTHERS,0,Large (11-30 fl),494,16.2,78,2.6,,,False,
B00645411-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1480,48.6,482,15.8,,,False,
B00645411-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1419,46.6,111,3.6,,,False,
B00645411-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1391,45.7,83,2.7,,,False,
B00645411-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1494,49.1,761,25.0,,,False,
B00645411-Z2,DOB NOW,2023,BROOKLYN,OTHERS,0,Tower (30+ fl),760,25.0,46,1.5,,,False,
B00646589-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),804,26.4,83,2.7,,,False,
B00646589-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1243,40.8,217,7.1,,,False,
B00646589-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1243,40.8,190,6.2,,,False,
B00646589-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1194,39.2,190,6.2,,,False,
B00646589-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1071,35.2,979,32.2,,,False,
B00647809-S3,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Mid (4-10 fl),489,16.1,31,1.0,,,False,
B00647809-S4,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Mid (4-10 fl),507,16.7,62,2.0,,,False,
B00647809-S5,DOB NOW,2023,BROOKLYN,1-2-3 FAMILY,0,Mid (4-10 fl),252,8.3,108,3.5,,,False,
B00648659-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),805,26.4,30,1.0,,,False,
B00648659-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),595,19.5,155,5.1,,,False,
B00648659-S3,DOB NOW,2023,BROOKLYN,OTHERS,0,Large (11-30 fl),448,14.7,86,2.8,,,False,
B00648659-S4,DOB NOW,2023,BROOKLYN,OTHERS,0,Large (11-30 fl),736,24.2,27,0.9,,,False,
B00648659-S5,DOB NOW,2024,BROOKLYN,OTHERS,0,Large (11-30 fl),484,15.9,162,5.3,,,False,
B00648659-S6,DOB NOW,2023,BROOKLYN,OTHERS,0,Large (11-30 fl),366,12.0,2,0.1,,,False,
B00648765-S1,DOB NOW,2021,BROOKLYN,OTHERS,0,Mid (4-10 fl),944,31.0,288,9.5,,,False,
B00648765-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),781,25.7,283,9.3,,,False,
B00648765-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),784,25.8,283,9.3,,,False,
B00648765-S4,DOB NOW,2021,BROOKLYN,OTHERS,0,Mid (4-10 fl),954,31.3,390,12.8,,,False,
B00648765-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),916,30.1,375,12.3,,,False,
B00648765-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),942,30.9,368,12.1,,,False,
B00648774-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1102,36.2,316,10.4,,,False,
B00648774-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1088,35.7,362,11.9,,,False,
B00648774-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),861,28.3,43,1.4,,,False,
B00648774-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1235,40.6,458,15.0,,,False,
B00648774-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1245,40.9,480,15.8,,,False,
B00648774-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1235,40.6,330,10.8,,,False,
B00648774-S8,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),810,26.6,33,1.1,,,False,
B00651570-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),943,31.0,60,2.0,,,False,
B00651570-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),757,24.9,77,2.5,,,False,
B00651570-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),875,28.7,248,8.1,,,False,
B00651570-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),673,22.1,64,2.1,,,False,
B00651570-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),839,27.6,160,5.3,,,False,
B00651570-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),708,23.3,532,17.5,,,False,
B00651958-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),521,17.1,141,4.6,,,False,
B00651958-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),650,21.4,147,4.8,,,False,
B00651958-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),638,21.0,169,5.6,,,False,
B00651958-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),646,21.2,190,6.2,,,False,
B00651958-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),652,21.4,399,13.1,,,False,
B00651958-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),743,24.4,160,5.3,,,False,
B00651958-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),576,18.9,469,15.4,,,False,
B00651958-S9,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),594,19.5,351,11.5,,,False,
B00651958-Z1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),594,19.5,351,11.5,,,False,
B00651958-Z2,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),594,19.5,351,11.5,,,False,
B00652243-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),472,15.5,82,2.7,,,False,
B00652243-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),533,17.5,304,10.0,,,False,
B00652243-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),455,14.9,333,10.9,,,False,
B00652243-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),476,15.6,112,3.7,,,False,
B00652243-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),404,13.3,140,4.6,,,False,
B00652243-S8,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),356,11.7,55,1.8,,,False,
B00653212-I1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1486,48.8,419,13.8,,,False,
B00653212-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1159,38.1,395,13.0,,,False,
B00653212-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1159,38.1,395,13.0,,,False,
B00653212-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),845,27.8,98,3.2,,,False,
B00653212-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),1167,38.3,932,30.6,,,False,
B00653212-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),782,25.7,113,3.7,,,False,
B00653212-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),957,31.4,94,3.1,,,False,
B00653212-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),958,31.5,447,14.7,,,False,
B00653276-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),790,26.0,477,15.7,,,False,
B00653276-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),729,23.9,478,15.7,,,False,
B00653276-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),833,27.4,559,18.4,,,False,
B00653276-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),874,28.7,43,1.4,,,False,
B00653276-S7,DOB NOW,2023,BROOKLYN,OTHERS,0,Tower (30+ fl),398,13.1,49,1.6,,,False,
B00653276-S8,DOB NOW,2023,BROOKLYN,OTHERS,0,Tower (30+ fl),412,13.5,78,2.6,,,False,
B00653276-S9,DOB NOW,2023,BROOKLYN,OTHERS,0,Tower (30+ fl),488,16.0,152,5.0,,,False,
B00653276-Z1,DOB NOW,2023,BROOKLYN,OTHERS,0,Tower (30+ fl),616,20.2,177,5.8,,,False,
B00653276-Z3,DOB NOW,2024,BROOKLYN,OTHERS,0,Tower (30+ fl),218,7.2,212,7.0,,,False,
B00653276-Z4,DOB NOW,2024,BROOKLYN,OTHERS,0,Tower (30+ fl),217,7.1,111,3.6,,,False,
B00653652-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1165,38.3,48,1.6,,,False,
B00653652-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1020,33.5,377,12.4,,,False,
B00653652-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),986,32.4,515,16.9,,,False,
B00653652-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1067,35.1,33,1.1,,,False,
B00653652-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1070,35.2,31,1.0,,,False,
B00653688-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),809,26.6,496,16.3,,,False,
B00653688-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),761,25.0,368,12.1,,,False,
B00653688-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),746,24.5,285,9.4,,,False,
B00653688-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),701,23.0,620,20.4,,,False,
B00653688-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),729,23.9,130,4.3,,,False,
B00653688-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),729,23.9,86,2.8,,,False,
B00653688-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),489,16.1,81,2.7,,,False,
B00653688-S8,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),694,22.8,87,2.9,,,False,
B00653960-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),917,30.1,57,1.9,,,False,
B00653960-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),950,31.2,53,1.7,,,False,
B00653960-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),778,25.6,69,2.3,,,False,
B00653960-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),643,21.1,15,0.5,,,False,
B00653960-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),923,30.3,70,2.3,,,False,
B00653960-Z2,DOB NOW,2023,BROOKLYN,OTHERS,0,Tower (30+ fl),431,14.2,134,4.4,,,False,
B00654506-S1,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Mid (4-10 fl),790,26.0,141,4.6,,,False,
B00654506-S2,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Mid (4-10 fl),379,12.5,86,2.8,,,False,
B00655003-S2,DOB NOW,2023,BROOKLYN,OTHERS,0,Tower (30+ fl),912,30.0,428,14.1,,,False,
B00655003-S4,DOB NOW,2023,BROOKLYN,OTHERS,0,Tower (30+ fl),944,31.0,303,10.0,,,False,
B00655003-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1449,47.6,804,26.4,,,False,
B00655003-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1398,45.9,62,2.0,,,False,
B00655003-S7,DOB NOW,2023,BROOKLYN,OTHERS,0,Tower (30+ fl),943,31.0,859,28.2,,,False,
B00655003-S8,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1444,47.4,764,25.1,,,False,
B00655003-S9,DOB NOW,2023,BROOKLYN,OTHERS,0,Tower (30+ fl),983,32.3,153,5.0,,,False,
B00655003-Z2,DOB NOW,2024,BROOKLYN,OTHERS,0,Tower (30+ fl),443,14.6,92,3.0,,,False,
B00655003-Z3,DOB NOW,2024,BROOKLYN,OTHERS,0,Tower (30+ fl),443,14.6,167,5.5,,,False,
B00656077-S1,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Mid (4-10 fl),1294,42.5,863,28.4,,,False,
B00656077-S2,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Mid (4-10 fl),1294,42.5,722,23.7,,,False,
B00656493-I1,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),1535,50.4,1065,35.0,,,False,
B00656493-S1,DOB NOW,2024,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),332,10.9,156,5.1,,,False,
B00656493-S2,DOB NOW,2024,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),372,12.2,63,2.1,,,False,
B00656493-S3,DOB NOW,2024,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),392,12.9,54,1.8,,,False,
B00660022-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),816,26.8,267,8.8,,,False,
B00660022-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1055,34.7,267,8.8,,,False,
B00660022-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1028,33.8,571,18.8,,,False,
B00660022-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1088,35.7,927,30.5,,,False,
B00660022-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1145,37.6,385,12.6,,,False,
B00660022-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1141,37.5,934,30.7,,,False,
B00660022-S8,DOB NOW,2023,BROOKLYN,OTHERS,0,Mid (4-10 fl),656,21.6,449,14.8,,,False,
B00660353-S1,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),1256,41.3,606,19.9,,,False,
B00660353-S2,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),1323,43.5,606,19.9,,,False,
B00660353-S3,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),1326,43.6,608,20.0,,,False,
B00660353-S4,DOB NOW,2023,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),1141,37.5,485,15.9,,,False,
B00660353-S5,DOB NOW,2023,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),886,29.1,692,22.7,,,False,
B00661054-S1,DOB NOW,2023,BROOKLYN,1-2-3 FAMILY,0,Mid (4-10 fl),611,20.1,200,6.6,,,False,
B00661054-S2,DOB NOW,2023,BROOKLYN,1-2-3 FAMILY,0,Mid (4-10 fl),729,23.9,171,5.6,,,False,
B00661493-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),893,29.3,425,14.0,,,False,
B00661493-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),914,30.0,425,14.0,,,False,
B00661493-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),878,28.8,411,13.5,,,False,
B00661493-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),1115,36.6,156,5.1,,,False,
B00661493-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),417,13.7,71,2.3,,,False,
B00661493-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),833,27.4,45,1.5,,,False,
B00662083-I1,DOB NOW,2022,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),1023,33.6,280,9.2,,,False,
B00662083-S1,DOB NOW,2023,BROOKLYN,1-2-3 FAMILY,0,Small (1-3 fl),510,16.8,281,9.2,,,False,
B00662334-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Small (1-3 fl),1487,48.9,800,26.3,,,False,
B00662334-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Small (1-3 fl),1472,48.4,1471,48.3,,,False,
B00663769-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),752,24.7,9,0.3,,,False,
B00663769-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),734,24.1,218,7.2,,,False,
B00663769-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),808,26.5,21,0.7,,,False,
B00663769-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),866,28.4,446,14.7,,,False,
B00663769-S5,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),871,28.6,310,10.2,,,False,
B00663769-S6,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),764,25.1,430,14.1,,,False,
B00663769-S7,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),770,25.3,496,16.3,,,False,
B00663769-S8,DOB NOW,2022,BROOKLYN,OTHERS,0,Mid (4-10 fl),714,23.5,152,5.0,,,False,
B00663906-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Tower (30+ fl),1218,40.0,317,10.4,,,False,
B00664091-S1,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),444,14.6,242,8.0,,,False,
B00664091-S2,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),581,19.1,236,7.8,,,False,
B00664091-S3,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),585,19.2,361,11.9,,,False,
B00664091-S4,DOB NOW,2022,BROOKLYN,OTHERS,0,Large (11-30 fl),527,17.3,371,12.2,,,False,
