job,filing_year,borough,building_type,stories,size,filing_to_signoff_days,filing_to_signoff_months,filing_to_co_days,filing_to_co_months,has_co,pc_filed
402534842,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1187,39.0,,,False,Y
402534851,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1305,42.9,,,False,Y
402534860,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1269,41.7,,,False,Y
402534879,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1560,51.2,,,False,Y
402534888,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1383,45.4,,,False,Y
402534897,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1467,48.2,,,False,Y
402534904,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1448,47.6,,,False,Y
402534913,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1390,45.7,,,False,Y
402534922,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1454,47.8,,,False,Y
402534931,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1791,58.8,,,False,Y
402534940,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1761,57.9,,,False,Y
402534959,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1290,42.4,,,False,Y
402534968,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1776,58.3,,,False,Y
402534977,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1293,42.5,,,False,Y
402534986,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1350,44.3,,,False,Y
402534995,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1783,58.6,,,False,Y
402535002,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1426,46.8,,,False,Y
402535011,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1270,41.7,,,False,Y
402535020,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1633,53.6,,,False,Y
402535039,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1797,59.0,,,False,Y
402535048,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1390,45.7,,,False,Y
402535057,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1424,46.8,,,False,Y
402535066,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),1792,58.9,,,False,Y
402535075,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1272,41.8,,,False,Y
402535084,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),3527,115.9,3527,115.9,True,Y
402535093,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),1648,54.1,,,False,Y
402535100,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1711,56.2,,,False,Y
402535119,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1461,48.0,,,False,Y
402535128,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1452,47.7,,,False,Y
402535137,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1501,49.3,,,False,Y
402535146,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1501,49.3,,,False,Y
402535155,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1789,58.8,,,False,Y
402535164,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1787,58.7,,,False,Y
402535173,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1223,40.2,,,False,Y
402535182,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1802,59.2,,,False,Y
402535191,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1616,53.1,,,False,Y
402535208,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1916,62.9,,,False,Y
402535217,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1819,59.8,,,False,Y
402535226,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1418,46.6,,,False,Y
402535235,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1794,58.9,,,False,Y
402535244,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1795,59.0,,,False,Y
402535253,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1616,53.1,,,False,Y
402535262,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),1437,47.2,,,False,Y
402535271,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1501,49.3,,,False,Y
402535280,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1766,58.0,,,False,Y
402535299,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1805,59.3,,,False,Y
402535306,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1582,52.0,,,False,Y
402535315,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1812,59.5,,,False,Y
402535324,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),1561,51.3,,,False,Y
402535805,2007,QUEENS,OTHERS,1,Small (1-3 fl),5361,176.1,5361,176.1,True,Y
402535912,2007,QUEENS,OTHERS,0,Small (1-3 fl),3048,100.1,1984,65.2,True,
402535967,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),442,14.5,,,False,Y
402536190,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),1694,55.7,,,False,Y
402536243,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),1089,35.8,,,False,Y
402536252,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),1089,35.8,,,False,Y
402536458,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),1226,40.3,,,False,Y
402536573,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),714,23.5,,,False,Y
402536582,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),714,23.5,,,False,Y
402536591,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),714,23.5,,,False,Y
402536742,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),6833,224.5,6833,224.5,True,Y
402536779,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),589,19.3,,,False,Y
402536822,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),510,16.8,,,False,Y
402536939,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),589,19.3,,,False,Y
402537215,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1399,46.0,,,False,Y
402537224,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1364,44.8,,,False,Y
402537233,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1364,44.8,,,False,Y
402537242,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1364,44.8,,,False,Y
402537377,2007,QUEENS,OTHERS,3,Small (1-3 fl),630,20.7,,,False,Y
402537876,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),417,13.7,,,False,Y
402538170,2007,QUEENS,OTHERS,5,Mid (4-10 fl),1284,42.2,,,False,Y
402538189,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),496,16.3,,,False,Y
402538198,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),496,16.3,,,False,Y
402538526,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),395,13.0,,,False,Y
402538946,2007,QUEENS,OTHERS,0,Small (1-3 fl),801,26.3,,,False,Y
402539268,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),412,13.5,,,False,Y
402539277,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),412,13.5,,,False,Y
402539632,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),593,19.5,,,False,Y
402539641,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),379,12.5,,,False,Y
402539650,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),617,20.3,,,False,Y
402539687,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),5809,190.8,5809,190.8,True,Y
402539696,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),5850,192.2,5850,192.2,True,Y
402539758,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),1027,33.7,,,False,Y
402539785,2007,QUEENS,OTHERS,6,Mid (4-10 fl),1282,42.1,,,False,Y
402539829,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),296,9.7,,,False,Y
402540201,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),333,10.9,,,False,Y
402540210,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),321,10.5,,,False,Y
402540381,2007,QUEENS,OTHERS,2,Small (1-3 fl),1229,40.4,,,False,Y
402540611,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),603,19.8,,,False,Y
402540737,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),208,6.8,,,False,Y
402540746,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),208,6.8,,,False,Y
402540755,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),209,6.9,,,False,Y
402540764,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),209,6.9,,,False,Y
402540808,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),361,11.9,,,False,Y
402540817,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),514,16.9,,,False,Y
402541219,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),548,18.0,,,False,Y
402541594,2007,QUEENS,OTHERS,3,Small (1-3 fl),768,25.2,,,False,Y
402541656,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),469,15.4,,,False,Y
402541665,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),469,15.4,,,False,Y
402541905,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),432,14.2,,,False,Y
402541914,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),436,14.3,,,False,Y
402541923,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),435,14.3,,,False,Y
402541932,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),435,14.3,,,False,Y
402541941,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),384,12.6,,,False,Y
402541950,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),435,14.3,,,False,Y
402541969,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),380,12.5,,,False,Y
402541978,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),380,12.5,,,False,Y
402541987,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),422,13.9,,,False,Y
402541996,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),380,12.5,,,False,Y
402542254,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),671,22.0,,,False,Y
402542263,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),671,22.0,,,False,Y
402542272,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),671,22.0,,,False,Y
402542281,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),686,22.5,,,False,Y
402542414,2007,QUEENS,OTHERS,4,Mid (4-10 fl),660,21.7,,,False,Y
402542450,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),349,11.5,,,False,Y
402542469,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),350,11.5,,,False,Y
402542478,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),350,11.5,,,False,Y
402542744,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),665,21.8,,,False,Y
402543217,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),957,31.4,,,False,Y
402543226,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),931,30.6,,,False,Y
402543306,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),386,12.7,,,False,Y
402543324,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),288,9.5,,,False,Y
402543397,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),386,12.7,,,False,Y
402543556,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),399,13.1,,,False,Y
402543663,2007,QUEENS,OTHERS,1,Small (1-3 fl),348,11.4,,,False,Y
402543672,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),348,11.4,,,False,Y
402543770,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1338,44.0,,,False,Y
402543789,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1359,44.6,,,False,Y
402543798,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1392,45.7,,,False,Y
402543903,2007,QUEENS,OTHERS,0,Small (1-3 fl),905,29.7,,,False,Y
402543912,2007,QUEENS,OTHERS,3,Small (1-3 fl),1252,41.1,,,False,Y
402544573,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),594,19.5,,,False,Y
402544582,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),602,19.8,,,False,Y
402545171,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1396,45.9,,,False,Y
402545224,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),592,19.4,,,False,Y
402545368,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),372,12.2,,,False,Y
402545377,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),374,12.3,,,False,Y
402545386,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),372,12.2,,,False,Y
402545493,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),349,11.5,,,False,Y
402545527,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),349,11.5,,,False,Y
402545974,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),479,15.7,,,False,Y
402545992,2007,QUEENS,OTHERS,1,Small (1-3 fl),1418,46.6,,,False,Y
402546116,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),415,13.6,,,False,Y
402546429,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),238,7.8,,,False,Y
402546465,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),272,8.9,,,False,Y
402546474,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),272,8.9,,,False,Y
402546492,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),6661,218.8,6661,218.8,True,N
402546508,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),6553,215.3,6553,215.3,True,N
402546875,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),356,11.7,,,False,Y
402546884,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),352,11.6,,,False,Y
402546893,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),352,11.6,,,False,Y
402546900,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),819,26.9,,,False,Y
402547115,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),1120,36.8,,,False,Y
402547491,2007,QUEENS,OTHERS,7,Mid (4-10 fl),1744,57.3,,,False,Y
402547712,2007,QUEENS,OTHERS,9,Mid (4-10 fl),3001,98.6,3001,98.6,True,Y
402547794,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),776,25.5,,,False,Y
402547892,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),657,21.6,,,False,Y
402547927,2007,QUEENS,OTHERS,1,Small (1-3 fl),546,17.9,,,False,Y
402548007,2007,QUEENS,1-2-3 FAMILY,4,Mid (4-10 fl),918,30.2,,,False,Y
402548016,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),983,32.3,,,False,Y
402548025,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),892,29.3,,,False,Y
402548034,2007,QUEENS,1-2-3 FAMILY,4,Mid (4-10 fl),992,32.6,,,False,Y
402548043,2007,QUEENS,1-2-3 FAMILY,4,Mid (4-10 fl),914,30.0,,,False,Y
402548052,2007,QUEENS,1-2-3 FAMILY,4,Mid (4-10 fl),917,30.1,,,False,Y
402548061,2007,QUEENS,1-2-3 FAMILY,4,Mid (4-10 fl),930,30.6,,,False,Y
402548070,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),888,29.2,,,False,Y
402548089,2007,QUEENS,1-2-3 FAMILY,0,Small (1-3 fl),905,29.7,,,False,Y
402548748,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),732,24.0,,,False,Y
402549300,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),423,13.9,,,False,Y
402549319,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),417,13.7,,,False,Y
402549328,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),417,13.7,,,False,Y
402549738,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),6448,211.8,6448,211.8,True,Y
402549907,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),850,27.9,,,False,Y
402550342,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),3098,101.8,3098,101.8,True,Y
402550404,2007,QUEENS,OTHERS,4,Mid (4-10 fl),2561,84.1,2459,80.8,True,Y
402550663,2007,QUEENS,OTHERS,6,Mid (4-10 fl),2011,66.1,2011,66.1,True,Y
402550761,2007,QUEENS,OTHERS,5,Mid (4-10 fl),894,29.4,,,False,Y
402550770,2007,QUEENS,OTHERS,5,Mid (4-10 fl),888,29.2,,,False,Y
402550878,2007,QUEENS,OTHERS,8,Mid (4-10 fl),1191,39.1,,,False,Y
402551038,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),642,21.1,,,False,Y
402551074,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),385,12.6,,,False,Y
402551225,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),3072,100.9,3072,100.9,True,Y
402551305,2007,QUEENS,1-2-3 FAMILY,4,Mid (4-10 fl),1464,48.1,,,False,Y
402551314,2007,QUEENS,1-2-3 FAMILY,4,Mid (4-10 fl),1450,47.6,,,False,Y
402552171,2007,QUEENS,OTHERS,5,Mid (4-10 fl),1152,37.8,,,False,Y
402552180,2007,QUEENS,OTHERS,5,Mid (4-10 fl),1152,37.8,,,False,Y
402552340,2007,QUEENS,OTHERS,1,Small (1-3 fl),520,17.1,,,False,Y
402552616,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),408,13.4,,,False,Y
402552625,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),416,13.7,,,False,Y
402552634,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),707,23.2,,,False,Y
402553161,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),2659,87.4,2659,87.4,True,Y
402553321,2007,QUEENS,OTHERS,4,Mid (4-10 fl),1407,46.2,,,False,Y
402553330,2007,QUEENS,OTHERS,4,Mid (4-10 fl),1395,45.8,,,False,Y
402553535,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),440,14.5,,,False,Y
402553875,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),2234,73.4,2234,73.4,True,Y
402554026,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),1871,61.5,,,False,N
402554491,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),400,13.1,,,False,Y
402554507,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),453,14.9,,,False,Y
402554598,2008,QUEENS,OTHERS,0,Small (1-3 fl),1175,38.6,,,False,Y
402554918,2007,QUEENS,OTHERS,6,Mid (4-10 fl),2071,68.0,2037,66.9,True,Y
402554990,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),587,19.3,,,False,Y
402555043,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),782,25.7,,,False,Y
402555301,2007,QUEENS,OTHERS,0,Small (1-3 fl),1057,34.7,,,False,Y
402555445,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),628,20.6,,,False,Y
402555463,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),500,16.4,,,False,Y
402555506,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),406,13.3,,,False,Y
402555533,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),1285,42.2,,,False,N
402555604,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),700,23.0,,,False,Y
402555720,2007,QUEENS,OTHERS,6,Mid (4-10 fl),760,25.0,,,False,Y
402555739,2007,QUEENS,OTHERS,3,Small (1-3 fl),519,17.0,,,False,Y
402555757,2007,QUEENS,OTHERS,0,Small (1-3 fl),4216,138.5,4216,138.5,True,Y
402555908,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),1079,35.4,,,False,Y
402556051,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),2011,66.1,2011,66.1,True,Y
402556346,2007,QUEENS,OTHERS,0,Small (1-3 fl),3835,126.0,2316,76.1,True,Y
402556355,2007,QUEENS,OTHERS,12,Large (11-30 fl),1813,59.6,,,False,Y
402556391,2007,QUEENS,OTHERS,1,Small (1-3 fl),2135,70.1,2135,70.1,True,Y
402556408,2007,QUEENS,OTHERS,6,Mid (4-10 fl),1779,58.4,,,False,Y
402556444,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),504,16.6,,,False,Y
402556569,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),860,28.3,,,False,Y
402556603,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),986,32.4,,,False,Y
402556621,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),562,18.5,,,False,Y
402556710,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),1703,55.9,,,False,Y
402556809,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),2577,84.7,2577,84.7,True,Y
402557149,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),297,9.8,,,False,Y
402557256,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),204,6.7,,,False,Y
402557639,2007,QUEENS,OTHERS,1,Small (1-3 fl),300,9.9,,,False,Y
402557648,2007,QUEENS,OTHERS,1,Small (1-3 fl),300,9.9,,,False,Y
402557915,2007,QUEENS,OTHERS,1,Small (1-3 fl),1387,45.6,,,False,Y
402557942,2007,QUEENS,OTHERS,0,Small (1-3 fl),1045,34.3,,,False,Y
402558004,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),1184,38.9,,,False,Y
402558040,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),520,17.1,,,False,Y
402558086,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),2346,77.1,2346,77.1,True,Y
402558166,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),293,9.6,,,False,Y
402558246,2007,QUEENS,OTHERS,2,Small (1-3 fl),1869,61.4,,,False,Y
402558576,2007,QUEENS,OTHERS,1,Small (1-3 fl),321,10.5,,,False,Y
402558585,2007,QUEENS,OTHERS,0,Small (1-3 fl),297,9.8,,,False,Y
402558610,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),2049,67.3,2049,67.3,True,Y
402558790,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),609,20.0,,,False,Y
402558816,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),202,6.6,,,False,Y
402559183,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),285,9.4,,,False,Y
402559192,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),272,8.9,,,False,Y
402559904,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),763,25.1,,,False,Y
402559931,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),554,18.2,,,False,Y
402560251,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),2080,68.3,2080,68.3,True,Y
402560304,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),818,26.9,,,False,Y
402560313,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),818,26.9,,,False,Y
402560322,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),819,26.9,,,False,Y
402560377,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),551,18.1,,,False,Y
402560386,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),524,17.2,,,False,Y
402560527,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),931,30.6,,,False,Y
402560536,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),931,30.6,,,False,Y
402560821,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),377,12.4,,,False,Y
402560929,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),434,14.3,,,False,Y
402561349,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),1784,58.6,,,False,Y
402561697,2007,QUEENS,1-2-3 FAMILY,5,Mid (4-10 fl),2327,76.4,2236,73.5,True,Y
402561928,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),916,30.1,,,False,N
402562080,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),849,27.9,,,False,Y
402562428,2007,QUEENS,OTHERS,1,Small (1-3 fl),1215,39.9,,,False,Y
402562561,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),286,9.4,,,False,Y
402562570,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),704,23.1,,,False,Y
402562598,2007,QUEENS,OTHERS,7,Mid (4-10 fl),839,27.6,,,False,Y
402562605,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),658,21.6,,,False,Y
402562614,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),648,21.3,,,False,Y
402562623,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),658,21.6,,,False,Y
402562632,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),290,9.5,,,False,Y
402562712,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),1190,39.1,,,False,Y
402562785,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),352,11.6,,,False,Y
402562945,2007,QUEENS,OTHERS,0,Small (1-3 fl),1031,33.9,,,False,Y
402563169,2007,QUEENS,1-2-3 FAMILY,1,Small (1-3 fl),392,12.9,,,False,Y
402563267,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),1202,39.5,,,False,N
402563276,2007,QUEENS,1-2-3 FAMILY,2,Small (1-3 fl),1202,39.5,,,False,N
402563409,2007,QUEENS,OTHERS,1,Small (1-3 fl),790,26.0,,,False,Y
402563454,2007,QUEENS,OTHERS,0,Small (1-3 fl),4447,146.1,2226,73.1,True,Y
402563490,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),479,15.7,,,False,Y
402563506,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),479,15.7,,,False,Y
402563515,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),479,15.7,,,False,Y
402563597,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),492,16.2,,,False,Y
402563604,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),490,16.1,,,False,Y
402563855,2007,QUEENS,1-2-3 FAMILY,3,Small (1-3 fl),492,16.2,,,False,Y
